Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI,Total Population (ACS1),Labor Force (ACS1),Unemployed (ACS1),Median Income (ACS1),Total Population (ACS5),Labor Force (ACS5),Unemployed (ACS5),Median Income (ACS5),Total Population (ACSSE),Labor Force (ACSSE),Unemployed (ACSSE),Median Income (ACSSE),FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
2015,01033,1223,2482,51274,1169,2362,47726,,,,,54444.0,44172.0,2112.0,40576.0,54354.0,43756.0,1325.0,37589.0,0.0,0.0,5.0,9.0,4.0
2016,01033,1579,3170,74348,1438,2939,59352,,,,,54377.0,44173.0,1795.0,43786.0,54216.0,44494.0,972.0,50680.0,0.0,0.0,5.0,9.0,4.0
2017,01033,1310,2563,58281,1132,2241,48151,,,,,54435.0,44236.0,1653.0,45477.0,54500.0,44362.0,1495.0,46468.0,0.0,0.0,5.0,9.0,4.0
2018,01033,1277,2551,57963,1174,2258,51985,,,,,54495.0,44328.0,1397.0,47558.0,54762.0,45765.0,988.0,49903.0,0.0,0.0,5.0,9.0,4.0
2019,01033,1443,2874,72850,1223,2438,65250,,,,,54771.0,44515.0,1039.0,48065.0,55241.0,44522.0,778.0,44485.0,0.0,0.0,5.0,9.0,4.0
2020,01033,1484,2886,71520,1229,2314,92971,,,,,54957.0,44790.0,979.0,47962.0,,,,,0.0,0.0,5.0,9.0,4.0
2011,01035,255,522,6403,282,601,7505,,,,,13286.0,10288.0,975.0,27977.0,,,,,60.0,5.0,0.0,0.0,6.0
2012,01035,241,526,6178,276,594,8498,,,,,13188.0,10408.0,1182.0,27064.0,,,,,60.0,5.0,0.0,0.0,6.0
2013,01035,234,508,7595,256,572,7102,,,,,13104.0,10357.0,1253.0,24658.0,,,,,60.0,5.0,0.0,0.0,6.0
2014,01035,199,431,6005,228,462,6520,,,,,12985.0,10349.0,1306.0,24433.0,,,,,60.0,5.0,0.0,0.0,6.0
2015,01035,196,438,6002,224,489,7180,,,,,12865.0,10280.0,1084.0,24900.0,,,,,60.0,5.0,0.0,0.0,6.0
2016,01035,277,605,9621,262,569,9403,,,,,12697.0,10143.0,974.0,27609.0,,,,,60.0,5.0,0.0,0.0,6.0
2017,01035,182,375,6471,252,546,8281,,,,,12649.0,10118.0,669.0,30434.0,,,,,60.0,5.0,0.0,0.0,6.0
2018,01035,192,438,6534,231,515,6919,,,,,12514.0,10152.0,505.0,33177.0,,,,,60.0,5.0,0.0,0.0,6.0
2019,01035,208,449,8572,213,501,8150,,,,,12394.0,10094.0,431.0,37837.0,,,,,60.0,5.0,0.0,0.0,6.0
2020,01035,216,416,7579,236,510,8084,,,,,12219.0,9999.0,339.0,35444.0,,,,,60.0,5.0,0.0,0.0,6.0
2011,01037,479,1030,12859,280,626,7394,,,,,11303.0,9226.0,710.0,37191.0,,,,,0.0,3.0,0.0,0.0,5.0
2012,01037,313,713,9892,315,692,16589,,,,,11305.0,9326.0,696.0,37425.0,,,,,0.0,3.0,0.0,0.0,5.0
2013,01037,274,657,11158,289,655,8186,,,,,11198.0,9255.0,862.0,37277.0,,,,,0.0,3.0,0.0,0.0,5.0
2014,01037,236,494,8850,286,611,9262,,,,,11247.0,9383.0,970.0,32340.0,,,,,0.0,3.0,0.0,0.0,5.0
2015,01037,279,628,10331,288,667,7683,,,,,11027.0,9230.0,790.0,31212.0,,,,,0.0,3.0,0.0,0.0,5.0
2016,01037,311,685,12533,309,658,10588,,,,,10864.0,9132.0,539.0,31910.0,,,,,0.0,3.0,0.0,0.0,5.0
2017,01037,288,628,11927,293,593,10977,,,,,10955.0,9295.0,498.0,34792.0,,,,,0.0,3.0,0.0,0.0,5.0
2018,01037,280,576,11368,257,555,9677,,,,,10855.0,9227.0,253.0,38301.0,,,,,0.0,3.0,0.0,0.0,5.0
2019,01037,282,576,13932,284,600,9950,,,,,10757.0,9140.0,124.0,38990.0,,,,,0.0,3.0,0.0,0.0,5.0
2020,01037,307,640,15481,245,495,9677,,,,,10696.0,9075.0,109.0,43571.0,,,,,0.0,3.0,0.0,0.0,5.0
2011,01039,742,1616,22943,746,1583,22540,,,,,37736.0,30345.0,1618.0,33544.0,,,,,50.0,13.0,1.0,0.0,6.0
2012,01039,711,1542,26204,666,1445,20331,,,,,37803.0,30478.0,1710.0,35321.0,,,,,50.0,13.0,1.0,0.0,6.0
2013,01039,606,1285,20536,610,1313,23177,,,,,37847.0,30575.0,1837.0,35869.0,,,,,50.0,13.0,1.0,0.0,6.0
2014,01039,482,1027,15208,477,989,16572,,,,,37881.0,30618.0,1733.0,36256.0,37914.0,30549.0,1346.0,37282.0,50.0,13.0,1.0,0.0,6.0
2015,01039,521,1131,24176,584,1211,20986,,,,,37886.0,30519.0,1794.0,36444.0,37835.0,30170.0,1667.0,36770.0,50.0,13.0,1.0,0.0,6.0
2016,01039,730,1606,33912,716,1507,25747,,,,,37729.0,30393.0,1723.0,37313.0,37458.0,30412.0,1961.0,33722.0,50.0,13.0,1.0,0.0,6.0
2017,01039,601,1348,24234,575,1202,23405,,,,,37519.0,30269.0,1759.0,39467.0,37092.0,30147.0,1605.0,40387.0,50.0,13.0,1.0,0.0,6.0
2018,01039,601,1295,25445,519,1047,20005,,,,,37351.0,30107.0,1428.0,40601.0,36986.0,29598.0,1099.0,40756.0,50.0,13.0,1.0,0.0,6.0
2019,01039,594,1261,26340,630,1343,26406,,,,,37200.0,29973.0,1352.0,42189.0,37049.0,29779.0,531.0,46417.0,50.0,13.0,1.0,0.0,6.0
2020,01039,790,1609,34679,618,1151,22902,,,,,37096.0,29930.0,1242.0,42566.0,,,,,50.0,13.0,1.0,0.0,6.0
2011,01041,352,766,10580,455,987,13713,,,,,13938.0,10964.0,603.0,38041.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2012,01041,320,731,10958,320,744,9843,,,,,13971.0,11000.0,552.0,37309.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2013,01041,301,670,9499,273,602,8086,,,,,13955.0,11060.0,598.0,36275.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2014,01041,256,538,7391,262,538,9146,,,,,13938.0,11077.0,673.0,37349.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2015,01041,273,619,9370,262,569,8985,,,,,13938.0,11111.0,606.0,36022.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2016,01041,316,687,11959,317,679,12874,,,,,13896.0,11111.0,452.0,37557.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2017,01041,278,603,10806,267,558,9794,,,,,13866.0,11123.0,389.0,38937.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2018,01041,234,516,8505,271,600,9959,,,,,13865.0,11106.0,347.0,39812.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2019,01041,254,595,9065,265,606,10752,,,,,13844.0,11114.0,201.0,43163.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2020,01041,273,567,10097,276,585,11186,,,,,13826.0,11107.0,237.0,42611.0,,,,,23.07692307692308,2.0,4.0,0.0,6.0
2011,01043,1424,2982,49717,1484,3142,48590,80536.0,64388.0,3561.0,40054.0,80246.0,63568.0,3218.0,38703.0,,,,,0.0,14.0,4.0,0.0,5.0
2012,01043,1433,3086,89174,1271,2650,42382,80440.0,64730.0,2876.0,37287.0,80403.0,63824.0,3408.0,39244.0,,,,,0.0,14.0,4.0,0.0,5.0
2013,01043,1392,3073,56258,1227,2628,48418,80811.0,64896.0,2460.0,39936.0,80499.0,64193.0,3549.0,38847.0,,,,,0.0,14.0,4.0,0.0,5.0
2014,01043,1101,2297,45399,1018,2083,37111,81289.0,64854.0,1862.0,38261.0,80668.0,64539.0,3204.0,39415.0,81289.0,64854.0,1862.0,38261.0,0.0,14.0,4.0,0.0,5.0
2015,01043,1349,2844,68342,1195,2339,44856,82005.0,66026.0,1452.0,37862.0,80965.0,64915.0,2525.0,38971.0,82005.0,66026.0,1452.0,37862.0,0.0,14.0,4.0,0.0,5.0
2016,01043,1825,3770,85566,1443,3124,63210,82471.0,66852.0,1602.0,39411.0,81316.0,65220.0,2081.0,39297.0,82471.0,66852.0,1602.0,39411.0,0.0,14.0,4.0,0.0,5.0
2017,01043,1490,3109,77215,1326,2638,57170,82755.0,66972.0,2718.0,45044.0,81703.0,65472.0,1962.0,40997.0,82755.0,66972.0,2718.0,45044.0,0.0,14.0,4.0,0.0,5.0
2018,01043,1462,3047,76251,1259,2511,52833,83442.0,66680.0,1616.0,44612.0,82313.0,65879.0,1903.0,42558.0,83442.0,66680.0,1616.0,44612.0,0.0,14.0,4.0,0.0,5.0
2019,01043,1863,3931,122265,1346,2703,68480,83768.0,66939.0,1783.0,50906.0,82853.0,66350.0,1835.0,44918.0,83768.0,66939.0,1783.0,50906.0,0.0,14.0,4.0,0.0,5.0
2020,01043,2021,4094,119026,1398,2578,62927,,,,,83345.0,66826.0,1866.0,48388.0,,,,,0.0,14.0,4.0,0.0,5.0
2011,01045,2408,5597,79857,2386,5767,91630,,,,,49920.0,38975.0,1833.0,45491.0,,,,,0.0,2.0,11.0,1.0,5.0
2012,01045,2162,5070,77543,2395,5646,98634,,,,,50129.0,39200.0,1926.0,45247.0,,,,,0.0,2.0,11.0,1.0,5.0
2013,01045,2012,4753,72935,2142,5060,87867,,,,,50102.0,39477.0,2253.0,44889.0,,,,,0.0,2.0,11.0,1.0,5.0
2014,01045,1575,3499,54021,1629,3538,60765,,,,,50013.0,39410.0,2323.0,44473.0,49484.0,38810.0,2357.0,42686.0,0.0,2.0,11.0,1.0,5.0
2015,01045,2073,4868,84733,2112,5135,89725,,,,,49866.0,39297.0,2295.0,45028.0,49565.0,39226.0,1652.0,48672.0,0.0,2.0,11.0,1.0,5.0
2016,01045,2619,6285,113821,2753,6836,128298,,,,,49607.0,39338.0,2145.0,44093.0,49226.0,39109.0,1795.0,35126.0,0.0,2.0,11.0,1.0,5.0
2017,01045,2170,4984,94792,2269,5347,102323,,,,,49393.0,39173.0,2097.0,44711.0,49226.0,39520.0,1547.0,40102.0,0.0,2.0,11.0,1.0,5.0
2018,01045,2049,4683,87711,2075,4816,97742,,,,,49255.0,39028.0,1738.0,45960.0,48956.0,38593.0,1762.0,45926.0,0.0,2.0,11.0,1.0,5.0
2019,01045,2247,5167,100163,2271,5328,105976,,,,,49277.0,39177.0,1560.0,47214.0,49172.0,39047.0,1353.0,43399.0,0.0,2.0,11.0,1.0,5.0
2020,01045,2355,5106,107437,2124,4670,104426,,,,,49293.0,39195.0,1714.0,45644.0,,,,,0.0,2.0,11.0,1.0,5.0
2011,01047,727,1483,20937,989,2031,26957,,,,,43868.0,33352.0,3059.0,26909.0,,,,,20.0,7.0,8.0,0.0,5.0
2012,01047,613,1349,18470,924,2040,26383,,,,,43572.0,33125.0,3395.0,26178.0,,,,,20.0,7.0,8.0,0.0,5.0
2013,01047,598,1326,17180,762,1620,21513,,,,,43091.0,33028.0,3484.0,26519.0,,,,,20.0,7.0,8.0,0.0,5.0
2014,01047,409,826,11432,599,1325,28697,,,,,42743.0,32716.0,3059.0,26494.0,41711.0,32727.0,2269.0,24327.0,20.0,7.0,8.0,0.0,5.0
2015,01047,427,882,23867,657,1323,24105,,,,,42154.0,32414.0,2762.0,27306.0,41131.0,31839.0,2369.0,29820.0,20.0,7.0,8.0,0.0,5.0
2016,01047,491,978,16208,830,1804,30459,,,,,41426.0,32190.0,2517.0,28136.0,40008.0,31639.0,2564.0,30649.0,20.0,7.0,8.0,0.0,5.0
2017,01047,396,808,13982,728,1521,29459,,,,,40755.0,31802.0,2302.0,30065.0,39215.0,30640.0,1802.0,31448.0,20.0,7.0,8.0,0.0,5.0
2018,01047,397,771,12372,705,1415,25174,,,,,40029.0,31400.0,1906.0,31602.0,38310.0,29743.0,1113.0,35835.0,20.0,7.0,8.0,0.0,5.0
2019,01047,449,902,15643,699,1440,26811,,,,,39149.0,30693.0,1782.0,33845.0,37196.0,29298.0,889.0,35088.0,20.0,7.0,8.0,0.0,5.0
2020,01047,500,1001,17729,671,1302,27489,,,,,38184.0,30059.0,1615.0,33317.0,,,,,20.0,7.0,8.0,0.0,5.0
2011,01049,1221,2856,34612,1468,3525,40509,71375.0,56908.0,4054.0,36541.0,70608.0,54364.0,3146.0,36853.0,,,,,0.0,13.0,1.0,0.0,6.0
2012,01049,1234,2969,39047,1278,3001,36428,71080.0,55288.0,2398.0,38445.0,70949.0,54881.0,3469.0,36853.0,,,,,0.0,13.0,1.0,0.0,6.0
2013,01049,1133,2594,35561,1171,2711,36052,71013.0,56721.0,2167.0,40876.0,71076.0,55148.0,3513.0,37851.0,,,,,0.0,13.0,1.0,0.0,6.0
2014,01049,1013,2319,30353,990,2153,30413,71065.0,55547.0,1355.0,35023.0,71074.0,55312.0,2893.0,37977.0,71065.0,55547.0,1355.0,35023.0,0.0,13.0,1.0,0.0,6.0
2015,01049,1071,2351,36363,1107,2443,36028,71130.0,55330.0,1664.0,36559.0,71068.0,55469.0,2322.0,38192.0,71130.0,55330.0,1664.0,36559.0,0.0,13.0,1.0,0.0,6.0
2016,01049,1469,3381,60728,1321,2755,46916,70900.0,56314.0,1551.0,35963.0,70937.0,55542.0,1894.0,38248.0,70900.0,56314.0,1551.0,35963.0,0.0,13.0,1.0,0.0,6.0
2017,01049,1139,2440,42618,1199,2586,47723,71617.0,55888.0,1238.0,39373.0,71194.0,55678.0,1529.0,38842.0,71617.0,55888.0,1238.0,39373.0,0.0,13.0,1.0,0.0,6.0
2018,01049,1116,2398,46393,1101,2281,41315,71385.0,57239.0,988.0,36998.0,71200.0,55947.0,1351.0,39233.0,71385.0,57239.0,988.0,36998.0,0.0,13.0,1.0,0.0,6.0
2019,01049,1399,2987,60849,1191,2519,48270,71513.0,56471.0,1606.0,44208.0,71310.0,56091.0,1219.0,40440.0,71513.0,56471.0,1606.0,44208.0,0.0,13.0,1.0,0.0,6.0
2020,01049,1422,2896,62870,1233,2448,48913,,,,,71430.0,56316.0,1406.0,42267.0,,,,,0.0,13.0,1.0,0.0,6.0
2011,01051,2532,5336,99635,2793,5669,102417,80162.0,63883.0,4158.0,57405.0,78641.0,62223.0,3254.0,54831.0,,,,,0.0,1.0,7.0,7.0,3.0
2012,01051,2493,5415,106302,2356,5066,96869,80629.0,64378.0,2476.0,53328.0,79330.0,62929.0,3217.0,55514.0,,,,,0.0,1.0,7.0,7.0,3.0
2013,01051,2268,5014,99813,2132,4641,98691,80902.0,64160.0,3450.0,50699.0,79895.0,63423.0,3344.0,54766.0,,,,,0.0,1.0,7.0,7.0,3.0
2014,01051,1738,3638,68565,1603,3332,64983,80977.0,64514.0,3373.0,55530.0,80321.0,63990.0,3229.0,54159.0,80977.0,64514.0,3373.0,55530.0,0.0,1.0,7.0,7.0,3.0
2015,01051,2369,5025,121970,2148,4517,102346,81468.0,64989.0,1608.0,52502.0,80763.0,64498.0,3029.0,53555.0,81468.0,64989.0,1608.0,52502.0,0.0,1.0,7.0,7.0,3.0
2016,01051,3107,6617,170982,3006,6400,151621,81799.0,65296.0,1743.0,52579.0,80957.0,64703.0,2694.0,53398.0,81799.0,65296.0,1743.0,52579.0,0.0,1.0,7.0,7.0,3.0
2017,01051,2459,5034,120603,2187,4506,100134,81677.0,65901.0,2391.0,60558.0,80989.0,64931.0,2613.0,54981.0,81677.0,65901.0,2391.0,60558.0,0.0,1.0,7.0,7.0,3.0
2018,01051,2280,4803,119509,2159,4523,108164,81887.0,65407.0,1903.0,60796.0,81212.0,65199.0,2219.0,59347.0,81887.0,65407.0,1903.0,60796.0,0.0,1.0,7.0,7.0,3.0
2019,01051,2640,5591,156265,2246,4717,152910,81209.0,65674.0,1014.0,61854.0,81144.0,65170.0,1652.0,60891.0,81209.0,65674.0,1014.0,61854.0,0.0,1.0,7.0,7.0,3.0
2020,01051,2916,5624,159869,2186,4289,133687,,,,,81526.0,65435.0,1481.0,62324.0,,,,,0.0,1.0,7.0,7.0,3.0
2011,01053,704,1564,21602,712,1505,22632,,,,,38081.0,30379.0,1731.0,31638.0,,,,,28.571428571428573,9.0,0.0,0.0,6.0
2012,01053,634,1409,21615,694,1541,23873,,,,,38122.0,30537.0,2221.0,31075.0,,,,,28.571428571428573,9.0,0.0,0.0,6.0
2013,01053,632,1372,21676,585,1279,21394,,,,,38169.0,30638.0,2320.0,30687.0,,,,,28.571428571428573,9.0,0.0,0.0,6.0
2014,01053,512,1113,17005,528,1136,17678,,,,,38042.0,30510.0,2371.0,31422.0,37733.0,30191.0,2105.0,37344.0,28.571428571428573,9.0,0.0,0.0,6.0
2015,01053,578,1279,20155,582,1234,24267,,,,,37935.0,30527.0,2278.0,32330.0,37789.0,30399.0,2272.0,34520.0,28.571428571428573,9.0,0.0,0.0,6.0
2016,01053,783,1715,31666,689,1529,25827,,,,,37875.0,30358.0,2153.0,32334.0,37728.0,30509.0,1539.0,29190.0,28.571428571428573,9.0,0.0,0.0,6.0
2017,01053,634,1348,24381,661,1412,25911,,,,,37621.0,30205.0,1930.0,35026.0,37447.0,29971.0,1883.0,36854.0,28.571428571428573,9.0,0.0,0.0,6.0
2018,01053,551,1215,20386,591,1261,27468,,,,,37328.0,29981.0,1895.0,35000.0,36748.0,29444.0,1611.0,36541.0,28.571428571428573,9.0,0.0,0.0,6.0
2019,01053,614,1322,24258,634,1360,26075,,,,,37057.0,29780.0,1579.0,36275.0,36633.0,29120.0,851.0,45637.0,28.571428571428573,9.0,0.0,0.0,6.0
2020,01053,768,1524,29601,685,1363,25330,,,,,36775.0,29469.0,1405.0,35558.0,,,,,28.571428571428573,9.0,0.0,0.0,6.0
2011,01055,1857,3936,61100,1856,3923,62587,104303.0,83362.0,4023.0,33313.0,104216.0,82970.0,4636.0,37772.0,,,,,0.0,3.0,5.0,22.0,4.0
2012,01055,1783,3821,61142,1851,3867,67812,104392.0,83471.0,5169.0,34264.0,104317.0,83176.0,5057.0,37660.0,,,,,0.0,3.0,5.0,22.0,4.0
2013,01055,1586,3360,58555,1635,3411,61246,103931.0,83759.0,4534.0,39459.0,104260.0,83365.0,5236.0,38013.0,,,,,0.0,3.0,5.0,22.0,4.0
2014,01055,1237,2543,45362,1369,2748,49803,103531.0,83571.0,5011.0,40529.0,104126.0,83490.0,4834.0,38467.0,103531.0,83571.0,5011.0,40529.0,0.0,3.0,5.0,22.0,4.0
2015,01055,1609,3342,61543,1607,3294,62664,103057.0,82860.0,2084.0,43346.0,103766.0,83390.0,4091.0,39220.0,103057.0,82860.0,2084.0,43346.0,0.0,3.0,5.0,22.0,4.0
2016,01055,2143,4510,88861,2020,4149,88873,102564.0,83107.0,2799.0,41152.0,103363.0,83436.0,3837.0,40478.0,102564.0,83107.0,2799.0,41152.0,0.0,3.0,5.0,22.0,4.0
2017,01055,1795,3806,76285,1675,3332,64519,102755.0,83116.0,2482.0,41576.0,103132.0,83397.0,3406.0,42064.0,102755.0,83116.0,2482.0,41576.0,0.0,3.0,5.0,22.0,4.0
2018,01055,1589,3194,70283,1662,3361,70944,102501.0,82575.0,2406.0,45868.0,102939.0,83391.0,2945.0,44023.0,102501.0,82575.0,2406.0,45868.0,0.0,3.0,5.0,22.0,4.0
2019,01055,1913,4066,88903,1812,3677,81577,102268.0,82584.0,2928.0,41447.0,102748.0,83242.0,2499.0,44637.0,102268.0,82584.0,2928.0,41447.0,0.0,3.0,5.0,22.0,4.0
2020,01055,2060,4098,95735,1845,3511,84641,,,,,102721.0,83116.0,2601.0,44934.0,,,,,0.0,3.0,5.0,22.0,4.0
2011,01057,302,679,10045,341,747,10865,,,,,17361.0,14030.0,506.0,33378.0,,,,,12.5,4.0,1.0,0.0,6.0
2012,01057,295,661,9926,287,629,9411,,,,,17219.0,13943.0,568.0,33090.0,,,,,12.5,4.0,1.0,0.0,6.0
2013,01057,304,687,10563,305,651,10329,,,,,17110.0,13839.0,664.0,33838.0,,,,,12.5,4.0,1.0,0.0,6.0
2014,01057,223,506,7903,234,499,8138,,,,,17019.0,13755.0,774.0,33144.0,,,,,12.5,4.0,1.0,0.0,6.0
2015,01057,278,627,9696,313,694,9489,,,,,16896.0,13666.0,682.0,34680.0,,,,,12.5,4.0,1.0,0.0,6.0
2016,01057,329,772,12240,329,734,12115,,,,,16783.0,13696.0,598.0,36205.0,,,,,12.5,4.0,1.0,0.0,6.0
2017,01057,300,697,11608,292,613,11361,,,,,16657.0,13535.0,576.0,36541.0,,,,,12.5,4.0,1.0,0.0,6.0
2018,01057,277,578,10834,289,613,10429,,,,,16585.0,13491.0,483.0,37458.0,,,,,12.5,4.0,1.0,0.0,6.0
2019,01057,328,782,14230,322,681,13188,,,,,16494.0,13428.0,429.0,39856.0,,,,,12.5,4.0,1.0,0.0,6.0
2020,01057,312,610,13622,337,717,14145,,,,,16406.0,13446.0,555.0,41469.0,,,,,12.5,4.0,1.0,0.0,6.0
2011,01059,615,1659,17185,884,2754,23351,,,,,31532.0,24466.0,1178.0,35831.0,,,,,0.0,4.0,5.0,0.0,6.0
2012,01059,605,1591,17180,788,2162,24155,,,,,31664.0,24577.0,1353.0,37235.0,,,,,0.0,4.0,5.0,0.0,6.0
2013,01059,643,1622,19077,687,1712,21181,,,,,31666.0,24624.0,1406.0,36415.0,,,,,0.0,4.0,5.0,0.0,6.0
2014,01059,527,1299,15202,560,1353,16314,,,,,31663.0,24650.0,1302.0,35450.0,31601.0,25228.0,1428.0,32321.0,0.0,4.0,5.0,0.0,6.0
2015,01059,529,1313,16674,586,1322,19042,,,,,31634.0,24804.0,1325.0,35372.0,31696.0,25264.0,749.0,40773.0,0.0,4.0,5.0,0.0,6.0
2016,01059,709,1673,25192,733,1784,27649,,,,,31573.0,24674.0,1323.0,36138.0,31628.0,24930.0,1171.0,36616.0,0.0,4.0,5.0,0.0,6.0
2017,01059,508,1185,19713,600,1320,22586,,,,,31507.0,24597.0,1114.0,39501.0,31495.0,24062.0,727.0,42022.0,0.0,4.0,5.0,0.0,6.0
2018,01059,500,1114,17683,529,1158,20874,,,,,31542.0,24598.0,840.0,40459.0,31363.0,24193.0,709.0,36245.0,0.0,4.0,5.0,0.0,6.0
2019,01059,532,1141,21585,542,1137,24255,,,,,31466.0,24340.0,641.0,43514.0,31362.0,25445.0,267.0,55804.0,0.0,4.0,5.0,0.0,6.0
2020,01059,542,1110,39695,556,1079,22735,,,,,31587.0,24497.0,662.0,41174.0,,,,,0.0,4.0,5.0,0.0,6.0
2011,01061,698,1472,20201,657,1411,20832,,,,,26646.0,21412.0,1064.0,35237.0,,,,,0.0,1.0,5.0,0.0,4.0
2012,01061,669,1502,20362,650,1428,20058,,,,,26769.0,21505.0,1188.0,33618.0,,,,,0.0,1.0,5.0,0.0,4.0
2013,01061,599,1338,18255,592,1264,15236,,,,,26791.0,21500.0,1124.0,35625.0,,,,,0.0,1.0,5.0,0.0,4.0
2014,01061,468,992,14561,463,986,13556,,,,,26816.0,21527.0,1281.0,36268.0,28753.0,23161.0,1491.0,34203.0,0.0,1.0,5.0,0.0,4.0
2015,01061,516,1134,18634,538,1175,17387,,,,,26815.0,21558.0,1313.0,36024.0,26840.0,22157.0,1561.0,37268.0,0.0,1.0,5.0,0.0,4.0
2016,01061,673,1513,24710,717,1487,25543,,,,,26765.0,21542.0,1175.0,36519.0,25952.0,20834.0,605.0,37786.0,0.0,1.0,5.0,0.0,4.0
2017,01061,587,1331,24270,535,1095,22327,,,,,26572.0,21448.0,1011.0,39293.0,25816.0,21008.0,508.0,40938.0,0.0,1.0,5.0,0.0,4.0
2018,01061,562,1200,21536,532,1127,20471,,,,,26491.0,21376.0,945.0,38142.0,24200.0,19688.0,205.0,32984.0,0.0,1.0,5.0,0.0,4.0
2019,01061,632,1361,24740,523,1131,19730,,,,,26417.0,21355.0,589.0,41732.0,23208.0,19930.0,161.0,46643.0,0.0,1.0,5.0,0.0,4.0
2020,01061,645,1284,29558,625,1276,24700,,,,,26383.0,21304.0,405.0,41569.0,,,,,0.0,1.0,5.0,0.0,4.0
2011,01063,160,337,4623,171,368,4034,,,,,9170.0,7170.0,791.0,23004.0,,,,,0.0,0.0,3.0,0.0,6.0
2012,01063,167,361,4428,194,417,4873,,,,,9067.0,7127.0,828.0,23777.0,,,,,0.0,0.0,3.0,0.0,6.0
2013,01063,129,277,2787,177,410,5661,,,,,8934.0,7074.0,840.0,24226.0,,,,,0.0,0.0,3.0,0.0,6.0
2014,01063,134,293,4073,140,315,2781,,,,,8798.0,6981.0,859.0,22170.0,,,,,0.0,0.0,3.0,0.0,6.0
2015,01063,152,342,4957,173,363,5293,,,,,8697.0,6858.0,618.0,20541.0,,,,,0.0,0.0,3.0,0.0,6.0
2016,01063,164,357,5273,210,450,6583,,,,,8587.0,6787.0,521.0,21339.0,,,,,0.0,0.0,3.0,0.0,6.0
2017,01063,144,271,4688,135,292,4423,,,,,8533.0,6681.0,419.0,20954.0,,,,,0.0,0.0,3.0,0.0,6.0
2018,01063,109,233,3802,162,341,5284,,,,,8426.0,6661.0,415.0,21804.0,,,,,0.0,0.0,3.0,0.0,6.0
2019,01063,132,267,4378,149,300,3829,,,,,8324.0,6544.0,311.0,24145.0,,,,,0.0,0.0,3.0,0.0,6.0
2020,01063,130,267,4525,122,250,3830,,,,,8221.0,6557.0,348.0,26688.0,,,,,0.0,0.0,3.0,0.0,6.0
2011,01065,362,812,12608,476,1050,15796,,,,,15972.0,12359.0,1047.0,29236.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2012,01065,339,770,11517,376,844,13408,,,,,15750.0,12223.0,1023.0,29409.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2013,01065,276,609,9468,347,758,11799,,,,,15594.0,12198.0,1056.0,30051.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2014,01065,266,613,8802,316,685,10509,,,,,15393.0,12109.0,809.0,30839.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2015,01065,271,588,10186,356,741,13791,,,,,15256.0,12104.0,812.0,32714.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2016,01065,402,873,17990,364,780,12802,,,,,15159.0,12072.0,691.0,33351.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2017,01065,293,614,12272,351,741,12970,,,,,14995.0,12000.0,697.0,34679.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2018,01065,298,618,10946,318,669,12126,,,,,14887.0,11857.0,686.0,30571.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2019,01065,328,744,14118,356,741,14343,,,,,14809.0,11792.0,652.0,34046.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2020,01065,326,685,12868,323,664,12724,,,,,14754.0,11696.0,528.0,30793.0,,,,,14.285714285714286,0.0,6.0,0.0,4.0
2011,01067,511,1067,17878,489,1043,15059,,,,,17240.0,13842.0,997.0,39948.0,,,,,0.0,1.0,5.0,0.0,4.0
2012,01067,540,1179,18868,459,994,15054,,,,,17275.0,13946.0,950.0,40680.0,,,,,0.0,1.0,5.0,0.0,4.0
2013,01067,416,934,15978,445,956,13832,,,,,17308.0,13975.0,929.0,41650.0,,,,,0.0,1.0,5.0,0.0,4.0
2014,01067,330,698,11716,334,730,10619,,,,,17270.0,13907.0,830.0,42926.0,,,,,0.0,1.0,5.0,0.0,4.0
2015,01067,404,898,15410,394,844,14073,,,,,17252.0,13935.0,614.0,41997.0,,,,,0.0,1.0,5.0,0.0,4.0
2016,01067,558,1214,25658,462,1007,18718,,,,,17187.0,14007.0,574.0,41045.0,,,,,0.0,1.0,5.0,0.0,4.0
2017,01067,441,952,18723,403,823,15874,,,,,17110.0,13972.0,496.0,45569.0,,,,,0.0,1.0,5.0,0.0,4.0
